tt0000001	5.6	1694
tt0000002	6.0	210
tt0000003	6.5	1441
tt0000004	6.1	122
tt0000005	6.1	2240
tt0000006	5.2	124
tt0000007	5.4	686
tt0000008	5.4	1870
tt0000009	6.0	155
tt0000010	6.9	6271
tt0000011	5.2	280
tt0000012	7.4	10772
tt0000013	5.7	1620
tt0000014	7.1	4800
